Date,Lang Code,Count
2017-04-21,ko,53
2017-04-21,ja,2
2017-04-21,it,1
2017-04-21,id,3
2017-04-21,fr,1
2017-04-21,es,42
2017-04-21,en,1302
2017-04-21,de,6
2017-04-21,da,1
2017-04-21,crs,1
2017-04-22,zh-Hant,1
2017-04-22,zh,3
2017-04-22,vi,1
2017-04-22,uk,1
2017-04-22,tr,2
2017-04-22,ru,6
2017-04-22,pt,3
2017-04-22,nl,2
2017-04-22,ms,1
2017-04-22,lt,13
2017-04-22,la,1
2017-04-22,ko,35
2017-04-22,ja,4
2017-04-22,fr,4
2017-04-22,es,35
2017-04-22,en,1157
2017-04-22,de,15
2017-04-22,da,1
2017-04-23,zh,2
2017-04-23,uk,1
2017-04-23,tr,4
2017-04-23,ru,6
2017-04-23,ro,2
2017-04-23,pt,12
2017-04-23,pl,4
2017-04-23,nl,1
2017-04-23,lt,15
2017-04-23,la,1
2017-04-23,ko,42
2017-04-23,ja,7
2017-04-23,gl,1
2017-04-23,fr,3
2017-04-23,es,44
2017-04-23,en,1158
2017-04-23,de,19
2017-04-23,da,1
2017-04-23,cs,2
2017-04-24,zh,1
2017-04-24,uk,1
2017-04-24,tr,6
2017-04-24,ru,8
2017-04-24,pt,7
2017-04-24,pl,14
2017-04-24,lt,3
2017-04-24,la,2
2017-04-24,ko,39
2017-04-24,ja,3
2017-04-24,it,1
2017-04-24,fr,8
2017-04-24,es,40
2017-04-24,en,1286
2017-04-24,de,15
2017-04-24,cs,5
2017-04-25,zh,3
2017-04-25,vi,1
2017-04-25,uk,1
2017-04-25,tr,1
2017-04-25,ru,6
2017-04-25,ro,1
2017-04-25,pt,3
2017-04-25,pl,13
2017-04-25,nl,1
2017-04-25,lv,2
2017-04-25,la,2
2017-04-25,ko,41
2017-04-25,ja,3
2017-04-25,id,2
2017-04-25,fr,1
2017-04-25,es,48
2017-04-25,eo,3
2017-04-25,en,1364
2017-04-25,de,18
2017-04-25,cs,4
2017-04-26,zh-Hant,1
2017-04-26,zh,1
2017-04-26,uk,1
2017-04-26,tr,3
2017-04-26,ru,4
2017-04-26,pt,8
2017-04-26,pl,17
2017-04-26,nl,3
2017-04-26,la,1
2017-04-26,ko,45
2017-04-26,ja,1
2017-04-26,id,2
2017-04-26,fr,2
2017-04-26,es,38
2017-04-26,eo,1
2017-04-26,en,1269
2017-04-26,de,19
2017-04-26,cs,4
2017-04-26,bn,1
2017-04-27,zh-Hant,1
2017-04-27,zh,2
2017-04-27,vi,1
2017-04-27,uk,4
2017-04-27,tr,2
2017-04-27,sr,1
2017-04-27,ru,2
2017-04-27,ro,1
2017-04-27,pt,5
2017-04-27,pl,25
2017-04-27,nl,4
2017-04-27,lt,2
2017-04-27,ko,53
2017-04-27,ja,3
2017-04-27,id,1
2017-04-27,hr,1
2017-04-27,gl,1
2017-04-27,fr,1
2017-04-27,es,42
2017-04-27,en,1242
2017-04-27,de,11
2017-04-27,cs,3
2017-04-27,bg,1
2017-04-28,zh-Hant,2
2017-04-28,zh,2
2017-04-28,uk,2
2017-04-28,tr,3
2017-04-28,sco,3
2017-04-28,ru,9
2017-04-28,ro,4
2017-04-28,pt,6
2017-04-28,pl,19
2017-04-28,no,1
2017-04-28,lt,1
2017-04-28,la,1
2017-04-28,ko,66
2017-04-28,ja,4
2017-04-28,id,2
2017-04-28,hr,1
2017-04-28,fr,2
2017-04-28,es,50
2017-04-28,eo,1
2017-04-28,en,1354
2017-04-28,de,11
2017-04-28,da,1
2017-04-28,cs,3
2017-04-28,bg,1
2017-04-29,zh,5
2017-04-29,uk,1
2017-04-29,tr,3
2017-04-29,sco,1
2017-04-29,ru,6
2017-04-29,pt,7
2017-04-29,pl,15
2017-04-29,lt,3
2017-04-29,ko,54
2017-04-29,ja,5
2017-04-29,iw,1
2017-04-29,id,1
2017-04-29,es,49
2017-04-29,en,1228
2017-04-29,de,22
2017-04-29,da,1
2017-04-29,cs,3
2017-04-30,zh,3
2017-04-30,uk,4
2017-04-30,tr,4
2017-04-30,ru,8
2017-04-30,pt,6
2017-04-30,pl,13
2017-04-30,lt,1
2017-04-30,la,1
2017-04-30,ko,55
2017-04-30,ja,3
2017-04-30,it,1
2017-04-30,id,2
2017-04-30,hu,1
2017-04-30,hr,1
2017-04-30,fr,2
2017-04-30,es,32
2017-04-30,en,1249
2017-04-30,de,32
2017-04-30,cs,2
2017-05-01,zh-Hant,1
2017-05-01,zh,1
2017-05-01,uk,5
2017-05-01,tr,4
2017-05-01,ru,6
2017-05-01,qu,2
2017-05-01,pt,10
2017-05-01,pl,11
2017-05-01,nl,1
2017-05-01,lv,1
2017-05-01,lt,1
2017-05-01,la,1
2017-05-01,ko,63
2017-05-01,ja,1
2017-05-01,id,1
2017-05-01,fr,5
2017-05-01,es,47
2017-05-01,eo,1
2017-05-01,en,1439
2017-05-01,de,33
2017-05-01,cs,1
2017-05-02,zh-Hant,2
2017-05-02,zh,3
2017-05-02,uk,1
2017-05-02,tr,4
2017-05-02,sr,1
2017-05-02,ru,3
2017-05-02,ro,1
2017-05-02,pt,2
2017-05-02,pl,20
2017-05-02,nl,1
2017-05-02,la,1
2017-05-02,ko,68
2017-05-02,ja,4
2017-05-02,id,7
2017-05-02,hu,1
2017-05-02,hr,1
2017-05-02,fr,2
2017-05-02,es,46
2017-05-02,eo,1
2017-05-02,en,1416
2017-05-02,de,26
2017-05-02,da,1
2017-05-02,cs,2
2017-05-03,zh-Hant,1
2017-05-03,zh,2
2017-05-03,uk,5
2017-05-03,tr,3
2017-05-03,sr,1
2017-05-03,ru,6
2017-05-03,pt,2
2017-05-03,pl,18
2017-05-03,nl,1
2017-05-03,lt,2
2017-05-03,ko,68
2017-05-03,ja,2
2017-05-03,iw,1
2017-05-03,it,1
2017-05-03,id,6
2017-05-03,gl,1
2017-05-03,es,51
2017-05-03,en,1374
2017-05-03,de,17
2017-05-03,da,1
2017-05-03,cs,1
2017-05-04,zh-Hant,2
2017-05-04,zh,7
2017-05-04,vi,1
2017-05-04,uk,4
2017-05-04,tr,5
2017-05-04,ru,8
2017-05-04,pt,6
2017-05-04,pl,17
2017-05-04,oc,1
2017-05-04,ms,1
2017-05-04,lt,4
2017-05-04,ko,77
2017-05-04,ja,4
2017-05-04,it,1
2017-05-04,hu,1
2017-05-04,fr,2
2017-05-04,es,33
2017-05-04,en,1403
2017-05-04,de,24
2017-05-04,cs,1
2017-05-05,zh-Hant,1
2017-05-05,zh,5
2017-05-05,wo,1
2017-05-05,uk,2
2017-05-05,tr,6
2017-05-05,sr,1
2017-05-05,ru,3
2017-05-05,pt,5
2017-05-05,pl,20
2017-05-05,lt,8
2017-05-05,ko,63
2017-05-05,ja,9
2017-05-05,it,1
2017-05-05,id,1
2017-05-05,gl,1
2017-05-05,fr,1
2017-05-05,es,34
2017-05-05,en,1394
2017-05-05,de,23
2017-05-05,da,1
2017-05-05,cs,2
2017-05-06,zh,2
2017-05-06,uk,4
2017-05-06,tr,4
2017-05-06,ru,4
2017-05-06,ro,1
2017-05-06,pt,3
2017-05-06,pl,6
2017-05-06,ms,1
2017-05-06,lt,2
2017-05-06,la,2
2017-05-06,ko,74
2017-05-06,ja,6
2017-05-06,fr,5
2017-05-06,es,38
2017-05-06,eo,1
2017-05-06,en,1397
2017-05-06,de,19
2017-05-06,cs,1
2017-05-07,zh,8
2017-05-07,uk,3
2017-05-07,tr,6
2017-05-07,th,1
2017-05-07,sr,1
2017-05-07,ru,2
2017-05-07,pt,6
2017-05-07,pl,19
2017-05-07,lt,3
2017-05-07,ko,89
2017-05-07,ja,4
2017-05-07,id,1
2017-05-07,fr,7
2017-05-07,es,48
2017-05-07,en,1603
2017-05-07,de,28
2017-05-07,cs,2
2017-05-07,bs,1
2017-05-07,br,1
2017-05-08,zh,6
2017-05-08,war,7
2017-05-08,uk,3
2017-05-08,tr,5
2017-05-08,th,1
2017-05-08,sr,1
2017-05-08,ru,5
2017-05-08,ro,1
2017-05-08,pt,7
2017-05-08,pl,32
2017-05-08,nl,5
2017-05-08,lt,2
2017-05-08,lb,1
2017-05-08,ko,94
2017-05-08,jw,1
2017-05-08,ja,12
2017-05-08,it,1
2017-05-08,hr,1
2017-05-08,hi,1
2017-05-08,gl,1
2017-05-08,fy,1
2017-05-08,fr,3
2017-05-08,eu,1
2017-05-08,es,60
2017-05-08,en,2525
2017-05-08,de,38
2017-05-08,da,1
2017-05-08,cs,4
2017-05-09,zh-Hant,2
2017-05-09,zh,3
2017-05-09,uk,3
2017-05-09,tr,5
2017-05-09,tl,1
2017-05-09,sw,2
2017-05-09,sco,1
2017-05-09,ru,9
2017-05-09,pt,2
2017-05-09,pl,51
2017-05-09,nl,1
2017-05-09,lt,1
2017-05-09,la,1
2017-05-09,ko,106
2017-05-09,ja,5
2017-05-09,id,7
2017-05-09,hr,2
2017-05-09,fr,6
2017-05-09,es,67
2017-05-09,eo,1
2017-05-09,en,3211
2017-05-09,de,39
2017-05-09,da,3
2017-05-09,cs,5
2017-05-10,zh-Hant,2
2017-05-10,zh,9
2017-05-10,vi,1
2017-05-10,uk,1
2017-05-10,tr,5
2017-05-10,sr,1
2017-05-10,sq,1
2017-05-10,sco,1
2017-05-10,ru,3
2017-05-10,ro,1
2017-05-10,pt,7
2017-05-10,pl,63
2017-05-10,no,2
2017-05-10,nl,2
2017-05-10,lt,3
2017-05-10,la,1
2017-05-10,ko,128
2017-05-10,jw,1
2017-05-10,ja,10
2017-05-10,id,7
2017-05-10,hr,2
2017-05-10,fr,6
2017-05-10,es,62
2017-05-10,en,3425
2017-05-10,de,44
2017-05-10,da,2
2017-05-10,cs,5
2017-05-11,zh-Hant,3
2017-05-11,zh,6
2017-05-11,uk,3
2017-05-11,tr,5
2017-05-11,th,1
2017-05-11,sl,1
2017-05-11,sk,1
2017-05-11,ru,7
2017-05-11,pt,12
2017-05-11,pl,78
2017-05-11,nl,1
2017-05-11,lt,3
2017-05-11,la,1
2017-05-11,ko,104
2017-05-11,ja,9
2017-05-11,it,1
2017-05-11,id,5
2017-05-11,hr,1
2017-05-11,gl,1
2017-05-11,fr,8
2017-05-11,es,83
2017-05-11,eo,1
2017-05-11,en,3445
2017-05-11,el,1
2017-05-11,de,39
2017-05-11,cs,3
2017-05-11,bs,1
2017-05-12,zh-Hant,2
2017-05-12,zh,16
2017-05-12,vi,1
2017-05-12,uk,2
2017-05-12,tr,6
2017-05-12,sr,1
2017-05-12,sk,1
2017-05-12,ru,10
2017-05-12,ro,1
2017-05-12,pt,12
2017-05-12,pl,60
2017-05-12,no,1
2017-05-12,nl,2
2017-05-12,na,1
2017-05-12,lt,8
2017-05-12,la,1
2017-05-12,ko,131
2017-05-12,ja,15
2017-05-12,id,1
2017-05-12,hi,2
2017-05-12,fr,2
2017-05-12,es,87
2017-05-12,en,3254
2017-05-12,de,36
2017-05-12,da,1
2017-05-12,cs,1
2017-05-12,bs,1
2017-05-12,br,2
2017-05-13,zh-Hant,1
2017-05-13,zh,9
2017-05-13,vi,1
2017-05-13,uk,1
2017-05-13,tr,5
2017-05-13,sv,1
2017-05-13,sr,3
2017-05-13,sco,2
2017-05-13,ru,10
2017-05-13,ro,1
2017-05-13,rn,1
2017-05-13,pt,11
2017-05-13,pl,55
2017-05-13,nl,6
2017-05-13,lt,3
2017-05-13,ko,103
2017-05-13,jp,1
2017-05-13,ja,6
2017-05-13,it,2
2017-05-13,id,2
2017-05-13,hr,1
2017-05-13,hi,5
2017-05-13,gl,1
2017-05-13,fr,2
2017-05-13,es,67
2017-05-13,en,3148
2017-05-13,el,1
2017-05-13,de,36
2017-05-13,da,1
2017-05-13,cs,4
2017-05-14,zh-Hant,1
2017-05-14,zh,4
2017-05-14,war,1
2017-05-14,tr,5
2017-05-14,sk,1
2017-05-14,ru,8
2017-05-14,ro,2
2017-05-14,pt,11
2017-05-14,pl,61
2017-05-14,no,2
2017-05-14,nl,1
2017-05-14,lt,8
2017-05-14,ko,111
2017-05-14,jp,1
2017-05-14,ja,3
2017-05-14,it,3
2017-05-14,id,6
2017-05-14,hi,3
2017-05-14,fr,9
2017-05-14,es,61
2017-05-14,en,3154
2017-05-14,el,1
2017-05-14,de,43
2017-05-14,da,2
2017-05-14,cs,3
2017-05-15,zh-Hant,1
2017-05-15,zh,9
2017-05-15,wo,1
2017-05-15,uk,1
2017-05-15,tr,13
2017-05-15,th,1
2017-05-15,sr,1
2017-05-15,sco,1
2017-05-15,ru,5
2017-05-15,pt,14
2017-05-15,pl,76
2017-05-15,nl,2
2017-05-15,ms,2
2017-05-15,lt,2
2017-05-15,ko,123
2017-05-15,ja,8
2017-05-15,it,5
2017-05-15,id,17
2017-05-15,hi,1
2017-05-15,fr,6
2017-05-15,et,1
2017-05-15,es,119
2017-05-15,eo,1
2017-05-15,en,4016
2017-05-15,de,45
2017-05-15,cs,4
2017-05-16,zh,4
2017-05-16,uk,5
2017-05-16,tr,18
2017-05-16,tl,1
2017-05-16,sr,1
2017-05-16,ru,9
2017-05-16,ro,1
2017-05-16,pt,13
2017-05-16,pl,71
2017-05-16,no,2
2017-05-16,ms,1
2017-05-16,lt,4
2017-05-16,lg,1
2017-05-16,ko,138
2017-05-16,ja,9
2017-05-16,iw,1
2017-05-16,it,1
2017-05-16,id,22
2017-05-16,hu,1
2017-05-16,hr,3
2017-05-16,hi,1
2017-05-16,fr,3
2017-05-16,es,108
2017-05-16,en,4398
2017-05-16,el,1
2017-05-16,de,45
2017-05-16,cs,8
2017-05-16,co,1
2017-05-16,aa,1
2017-05-17,zh-Hant,2
2017-05-17,zh,9
2017-05-17,vi,3
2017-05-17,uk,3
2017-05-17,tr,15
2017-05-17,tl,2
2017-05-17,th,1
2017-05-17,sv,1
2017-05-17,sk,1
2017-05-17,sco,1
2017-05-17,rw,1
2017-05-17,ru,7
2017-05-17,ro,1
2017-05-17,pt,10
2017-05-17,pl,85
2017-05-17,nl,6
2017-05-17,lt,8
2017-05-17,la,1
2017-05-17,ko,143
2017-05-17,ja,10
2017-05-17,it,2
2017-05-17,id,12
2017-05-17,hr,3
2017-05-17,hi,1
2017-05-17,fr,2
2017-05-17,es,90
2017-05-17,en,4515
2017-05-17,el,1
2017-05-17,de,39
2017-05-17,cs,4
2017-05-17,br,1
2017-05-17,ar,1
2017-05-18,zh-Hant,1
2017-05-18,zh,10
2017-05-18,uz,1
2017-05-18,uk,2
2017-05-18,tr,15
2017-05-18,sr,1
2017-05-18,sco,2
2017-05-18,ru,125
2017-05-18,pt,8
2017-05-18,pl,69
2017-05-18,nl,15
2017-05-18,lt,6
2017-05-18,ko,151
2017-05-18,ja,9
2017-05-18,iw,1
2017-05-18,it,1
2017-05-18,id,39
2017-05-18,hr,4
2017-05-18,fr,7
2017-05-18,es,113
2017-05-18,eo,1
2017-05-18,en,4544
2017-05-18,de,50
2017-05-18,da,2
2017-05-18,cs,3
2017-05-18,bs,1
2017-05-18,ar,1
2017-05-19,zh-Hant,7
2017-05-19,zh,11
2017-05-19,uk,1
2017-05-19,tr,15
2017-05-19,sv,1
2017-05-19,sr,1
2017-05-19,sco,1
2017-05-19,ru,57
2017-05-19,ro,1
2017-05-19,pt,15
2017-05-19,pl,80
2017-05-19,no,1
2017-05-19,nl,3
2017-05-19,lt,6
2017-05-19,la,1
2017-05-19,ko,177
2017-05-19,ja,8
2017-05-19,id,29
2017-05-19,hr,1
2017-05-19,hi,1
2017-05-19,gl,1
2017-05-19,fr,7
2017-05-19,es,107
2017-05-19,en,4649
2017-05-19,el,1
2017-05-19,de,54
2017-05-19,da,2
2017-05-19,cs,3
2017-05-19,ca,1
2017-05-19,ar,1
2017-05-20,zh-Hant,7
2017-05-20,zh,16
2017-05-20,xx-Qaai,1
2017-05-20,uk,3
2017-05-20,tr,21
2017-05-20,th,1
2017-05-20,sv,1
2017-05-20,sr,1
2017-05-20,sk,1
2017-05-20,sco,1
2017-05-20,ru,79
2017-05-20,ro,1
2017-05-20,pt,8
2017-05-20,pl,77
2017-05-20,nl,5
2017-05-20,ms,2
2017-05-20,lt,7
2017-05-20,ko,181
2017-05-20,ja,14
2017-05-20,it,1
2017-05-20,id,39
2017-05-20,hu,1
2017-05-20,hi,2
2017-05-20,gv,3
2017-05-20,fr,2
2017-05-20,es,97
2017-05-20,en,4382
2017-05-20,el,3
2017-05-20,de,55
2017-05-20,da,5
2017-05-20,cs,6
2017-05-20,bg,1
2017-05-20,az,1
2017-05-20,aa,1
2017-05-21,zh-Hant,3
2017-05-21,zh,10
2017-05-21,uk,3
2017-05-21,tr,18
2017-05-21,th,1
2017-05-21,sw,1
2017-05-21,sk,1
2017-05-21,ru,73
2017-05-21,ro,1
2017-05-21,pt,12
2017-05-21,pl,75
2017-05-21,nl,2
2017-05-21,lt,4
2017-05-21,la,2
2017-05-21,ko,208
2017-05-21,ja,9
2017-05-21,iw,1
2017-05-21,id,29
2017-05-21,hi,1
2017-05-21,gv,3
2017-05-21,fr,8
2017-05-21,es,128
2017-05-21,en,4465
2017-05-21,el,3
2017-05-21,de,61
2017-05-21,da,2
2017-05-21,cs,5
2017-05-21,bn,1
2017-05-21,ar,1
2017-05-22,zh-Hant,2
2017-05-22,zh,9
2017-05-22,uk,2
2017-05-22,tr,17
2017-05-22,tl,2
2017-05-22,sv,1
2017-05-22,ru,85
2017-05-22,pt,8
2017-05-22,pl,101
2017-05-22,nl,4
2017-05-22,ms,2
2017-05-22,lt,9
2017-05-22,la,1
2017-05-22,ko,231
2017-05-22,jp,1
2017-05-22,ja,7
2017-05-22,it,2
2017-05-22,id,55
2017-05-22,hu,1
2017-05-22,gv,2
2017-05-22,gl,1
2017-05-22,fr,6
2017-05-22,es,135
2017-05-22,en,4873
2017-05-22,de,60
2017-05-22,da,3
2017-05-22,cs,6
2017-05-22,ar,1
2017-05-22,af,1
2017-05-23,zh-Hant,5
2017-05-23,zh,13
2017-05-23,xx-Qaai,1
2017-05-23,uk,3
2017-05-23,tr,14
2017-05-23,tl,2
2017-05-23,sv,1
2017-05-23,ru,69
2017-05-23,pt,11
2017-05-23,pl,101
2017-05-23,nl,4
2017-05-23,ms,1
2017-05-23,lt,9
2017-05-23,ko,244
2017-05-23,ja,14
2017-05-23,id,43
2017-05-23,gv,1
2017-05-23,gn,1
2017-05-23,gl,1
2017-05-23,fr,5
2017-05-23,es,131
2017-05-23,eo,1
2017-05-23,en,4772
2017-05-23,de,61
2017-05-23,da,3
2017-05-23,cs,6
2017-05-24,zh-Hant,4
2017-05-24,zh,12
2017-05-24,uk,4
2017-05-24,tr,12
2017-05-24,tl,1
2017-05-24,sr,1
2017-05-24,sco,2
2017-05-24,ru,79
2017-05-24,ro,1
2017-05-24,pt,17
2017-05-24,pl,72
2017-05-24,oc,1
2017-05-24,nl,5
2017-05-24,ms,3
2017-05-24,lt,15
2017-05-24,la,1
2017-05-24,ko,208
2017-05-24,ja,11
2017-05-24,id,31
2017-05-24,hi,2
2017-05-24,fr,8
2017-05-24,es,132
2017-05-24,en,4567
2017-05-24,el,1
2017-05-24,de,64
2017-05-24,da,3
2017-05-24,cs,1
2017-05-25,zh-Hant,4
2017-05-25,zh,12
2017-05-25,uk,5
2017-05-25,tr,15
2017-05-25,tl,1
2017-05-25,sw,1
2017-05-25,ru,61
2017-05-25,ro,2
2017-05-25,pt,5
2017-05-25,pl,72
2017-05-25,nl,2
2017-05-25,ms,1
2017-05-25,mfe,1
2017-05-25,lt,5
2017-05-25,la,3
2017-05-25,ko,160
2017-05-25,ja,5
2017-05-25,it,2
2017-05-25,id,39
2017-05-25,gl,4
2017-05-25,fr,8
2017-05-25,es,111
2017-05-25,en,4825
2017-05-25,el,1
2017-05-25,de,70
2017-05-25,cs,3
2017-05-25,bs,1
2017-05-26,zh-Hant,1
2017-05-26,zh,9
2017-05-26,uk,4
2017-05-26,tr,12
2017-05-26,tlh,1
2017-05-26,sr,3
2017-05-26,ru,77
2017-05-26,ro,2
2017-05-26,pt,17
2017-05-26,pl,61
2017-05-26,ms,3
2017-05-26,lt,7
2017-05-26,la,1
2017-05-26,ko,156
2017-05-26,ja,13
2017-05-26,it,1
2017-05-26,id,39
2017-05-26,hu,1
2017-05-26,hi,1
2017-05-26,gl,1
2017-05-26,fr,8
2017-05-26,es,124
2017-05-26,en,4318
2017-05-26,de,57
2017-05-26,cs,4
2017-05-27,zh-Hant,3
2017-05-27,zh,13
2017-05-27,xh,1
2017-05-27,uk,1
2017-05-27,tr,16
2017-05-27,tl,2
2017-05-27,tk,1
2017-05-27,ru,54
2017-05-27,ro,2
2017-05-27,pt,11
2017-05-27,pl,54
2017-05-27,nl,5
2017-05-27,ms,3
2017-05-27,lt,6
2017-05-27,la,2
2017-05-27,ko,184
2017-05-27,ja,19
2017-05-27,it,2
2017-05-27,id,35
2017-05-27,hr,1
2017-05-27,gn,1
2017-05-27,gl,1
2017-05-27,fr,5
2017-05-27,es,99
2017-05-27,eo,1
2017-05-27,en,3998
2017-05-27,de,38
2017-05-27,cs,8
2017-05-28,zh-Hant,1
2017-05-28,zh,8
2017-05-28,uk,4
2017-05-28,tr,9
2017-05-28,tl,2
2017-05-28,sv,1
2017-05-28,ru,122
2017-05-28,ro,1
2017-05-28,pt,10
2017-05-28,pl,55
2017-05-28,ms,1
2017-05-28,lt,9
2017-05-28,la,1
2017-05-28,ko,155
2017-05-28,ja,9
2017-05-28,it,1
2017-05-28,id,42
2017-05-28,hr,1
2017-05-28,hi,2
2017-05-28,gl,1
2017-05-28,fr,4
2017-05-28,es,85
2017-05-28,eo,1
2017-05-28,en,3545
2017-05-28,el,1
2017-05-28,de,50
2017-05-28,da,1
2017-05-28,cs,6
2017-05-28,bn,1
2017-05-28,bg,4
2017-05-29,zh,3
2017-05-29,uk,3
2017-05-29,tr,11
2017-05-29,sco,1
2017-05-29,ru,97
2017-05-29,ro,1
2017-05-29,pt,11
2017-05-29,pl,73
2017-05-29,nl,2
2017-05-29,lt,7
2017-05-29,la,2
2017-05-29,ko,177
2017-05-29,ja,14
2017-05-29,id,38
2017-05-29,hr,2
2017-05-29,hi,1
2017-05-29,gl,1
2017-05-29,fr,6
2017-05-29,eu,1
2017-05-29,es,88
2017-05-29,en,3829
2017-05-29,el,3
2017-05-29,de,62
2017-05-29,da,1
2017-05-29,cs,3
2017-05-29,bs,1
2017-05-29,br,1
2017-05-29,bn,1
2017-05-29,bg,3
2017-05-30,zh,6
2017-05-30,vi,1
2017-05-30,uk,3
2017-05-30,ts,1
2017-05-30,tr,10
2017-05-30,sk,1
2017-05-30,ru,29
2017-05-30,ro,1
2017-05-30,pt,12
2017-05-30,pl,45
2017-05-30,nl,3
2017-05-30,ms,2
2017-05-30,mi,1
2017-05-30,lt,8
2017-05-30,ko,169
2017-05-30,jw,1
2017-05-30,ja,13
2017-05-30,it,1
2017-05-30,id,30
2017-05-30,hu,1
2017-05-30,hr,1
2017-05-30,hi,2
2017-05-30,gl,1
2017-05-30,fr,5
2017-05-30,es,107
2017-05-30,en,3959
2017-05-30,el,1
2017-05-30,de,57
2017-05-30,cs,7
2017-05-30,ceb,1
2017-05-30,bn,1
2017-05-30,bg,4
2017-05-30,aa,1
2017-05-31,zh-Hant,2
2017-05-31,zh,2
2017-05-31,xx-Runr,1
2017-05-31,uk,2
2017-05-31,tr,6
2017-05-31,th,1
2017-05-31,sr,1
2017-05-31,ru,17
2017-05-31,ro,2
2017-05-31,pt,12
2017-05-31,pl,50
2017-05-31,nl,2
2017-05-31,ms,1
2017-05-31,lt,4
2017-05-31,la,1
2017-05-31,ko,185
2017-05-31,ja,13
2017-05-31,it,1
2017-05-31,id,41
2017-05-31,hr,2
2017-05-31,hi,1
2017-05-31,fr,2
2017-05-31,es,115
2017-05-31,en,3717
2017-05-31,de,50
2017-05-31,cs,2
2017-05-31,bs,1
2017-05-31,bn,1
2017-05-31,bg,2
2017-05-31,aa,1
2017-06-01,zh-Hant,2
2017-06-01,zh,5
2017-06-01,uk,2
2017-06-01,tr,9
2017-06-01,ru,15
2017-06-01,pt,20
2017-06-01,pl,43
2017-06-01,ms,3
2017-06-01,lt,7
2017-06-01,la,1
2017-06-01,ko,176
2017-06-01,jp,1
2017-06-01,ja,18
2017-06-01,id,40
2017-06-01,hr,1
2017-06-01,gl,2
2017-06-01,fr,9
2017-06-01,es,107
2017-06-01,eo,1
2017-06-01,en,3668
2017-06-01,de,51
2017-06-01,da,2
2017-06-01,cs,7
2017-06-01,bn,1
2017-06-01,bg,1
2017-06-02,zh-Hant,2
2017-06-02,zh,8
2017-06-02,vi,1
2017-06-02,uk,3
2017-06-02,tr,11
2017-06-02,sv,1
2017-06-02,ru,23
2017-06-02,pt,17
2017-06-02,pl,61
2017-06-02,nl,1
2017-06-02,ms,4
2017-06-02,lt,4
2017-06-02,la,2
2017-06-02,ko,169
2017-06-02,jp,1
2017-06-02,ja,24
2017-06-02,iw,2
2017-06-02,it,2
2017-06-02,is,1
2017-06-02,id,45
2017-06-02,hu,2
2017-06-02,gl,1
2017-06-02,fr,7
2017-06-02,es,113
2017-06-02,en,4175
2017-06-02,de,56
2017-06-02,da,3
2017-06-02,cs,2
2017-06-02,bg,2
2017-06-02,ar,1
2017-06-03,zh-Hant,6
2017-06-03,zh,5
2017-06-03,ts,1
2017-06-03,tr,12
2017-06-03,tl,1
2017-06-03,su,1
2017-06-03,sco,1
2017-06-03,ru,7
2017-06-03,ro,2
2017-06-03,pt,25
2017-06-03,pl,73
2017-06-03,nl,2
2017-06-03,ms,2
2017-06-03,lt,7
2017-06-03,ko,204
2017-06-03,kha,1
2017-06-03,jp,2
2017-06-03,ja,17
2017-06-03,it,1
2017-06-03,id,71
2017-06-03,gl,1
2017-06-03,fy,1
2017-06-03,fr,7
2017-06-03,es,133
2017-06-03,eo,1
2017-06-03,en,5243
2017-06-03,de,77
2017-06-03,da,1
2017-06-03,cs,6
2017-06-03,bn,1
2017-06-03,bg,3
2017-06-03,aa,1
2017-06-04,zh,3
2017-06-04,vi,1
2017-06-04,uk,1
2017-06-04,tr,8
2017-06-04,tlh,1
2017-06-04,ta,1
2017-06-04,ru,32
2017-06-04,rn,1
2017-06-04,pt,11
2017-06-04,pl,104
2017-06-04,no,2
2017-06-04,nl,3
2017-06-04,lt,5
2017-06-04,la,1
2017-06-04,ko,163
2017-06-04,ja,15
2017-06-04,id,52
2017-06-04,ia,1
2017-06-04,hi,1
2017-06-04,gl,4
2017-06-04,fr,13
2017-06-04,es,135
2017-06-04,en,4535
2017-06-04,de,81
2017-06-04,da,5
2017-06-04,cs,3
2017-06-04,bn,1
2017-06-04,ar,2
2017-06-04,aa,1
2017-06-05,zh-Hant,2
2017-06-05,zh,5
2017-06-05,vi,1
2017-06-05,uk,5
2017-06-05,tr,16
2017-06-05,sco,1
2017-06-05,ru,20
2017-06-05,pt,9
2017-06-05,pl,141
2017-06-05,oc,1
2017-06-05,no,1
2017-06-05,nl,1
2017-06-05,ms,3
2017-06-05,lt,13
2017-06-05,la,1
2017-06-05,ko,275
2017-06-05,kha,1
2017-06-05,ja,24
2017-06-05,iw,1
2017-06-05,it,3
2017-06-05,id,54
2017-06-05,hr,2
2017-06-05,hi,3
2017-06-05,gl,3
2017-06-05,fr,12
2017-06-05,eu,1
2017-06-05,es,153
2017-06-05,en,6117
2017-06-05,de,78
2017-06-05,da,4
2017-06-05,cs,9
2017-06-05,ca,1
2017-06-05,bn,1
2017-06-05,bg,1
2017-06-06,zh-Hant,3
2017-06-06,zh,8
2017-06-06,uk,3
2017-06-06,tr,24
2017-06-06,ta,1
2017-06-06,sco,1
2017-06-06,ru,34
2017-06-06,ro,2
2017-06-06,pt,18
2017-06-06,pl,141
2017-06-06,oc,1
2017-06-06,nl,4
2017-06-06,ms,3
2017-06-06,lt,13
2017-06-06,ko,345
2017-06-06,ja,26
