Voter||Weight||% Weight||Author||Rep||Permlink||vote_tstamp||Total Payout||Pending Payout||Curator Payout||Total Payout Value||Total Reward Shares||Ratio||Delegatee Vote Value||Vote Count||Created||Vote Date||Comments||json_metadata||depth||Word Count
freedompoint||10000||100||freedompoint||59||a-cup-full-of-sunshine-2018-03-02-14-42-56||2018-03-02 15:11:39||2.186||2.186||0||0||406979028963||5.371284131199638e-12||0.08773589093943272||23||2018-03-02 14:42:57||2018-03-02||14||"{""tags"":[""photography"",""art"",""nature"",""food"",""photo"",""love"",""health"",""beautiful"",""beauty"",""life"",""smartphonephotography"",""steepshot""]}"||0||25
freedompoint||3900||39||goldendawne||59||wusr5fhv4||2018-03-02 14:44:24||0.035||0.035||0||0||6447729757||5.4282672070742625e-12||0.035||1||2018-03-02 14:31:24||2018-03-02||1||"{""tags"":[]}"||1||22
freedompoint||2700||27||javybar||61||dream-big-in-spite-of-the-facts||2018-03-02 14:19:18||22.823||22.823||0||0||4205087957277||5.427472678782921e-12||0.023968788599615407||136||2018-03-02 12:45:30||2018-03-02||99||"{""tags"":[""dreams"",""facts"",""steemit"",""inspiring"",""life""]}"||0||300
freedompoint||3900||39||rinaokay||44||re-freedompoint-bm92b7kj-20180302t140354997z||2018-03-02 14:17:39||0.034||0.034||0||0||6410608559||5.303708639683923e-12||0.034||1||2018-03-02 14:04:00||2018-03-02||0||"{""tags"":[""dtube""]}"||1||17
freedompoint||3900||39||pulchritude||36||re-freedompoint-bm92b7kj-20180302t135735670z||2018-03-02 14:16:24||0.035||0.035||0||0||6553066527||5.341010938282514e-12||0.035||1||2018-03-02 13:57:51||2018-03-02||1||"{""tags"":[""dtube""]}"||1||54
freedompoint||2700||27||agsttne||58||the-power-of-self-love||2018-03-02 13:47:03||0.839||0.839||0||0||153932375481||5.450445348993906e-12||0.02484669980615668||19||2018-02-27 21:07:39||2018-03-02||5||"{""tags"":[""inspiration"",""life"",""motivation"",""psychology"",""ocd-resteem""]}"||0||516
freedompoint||10000||100||walkerland||53||stop-wasting-food||2018-03-02 13:41:33||0.753||0.753||0||0||139921120447||5.381603560594878e-12||0.09046497231783993||31||2018-03-02 01:25:30||2018-03-02||17||"{""tags"":[""life"",""blog"",""homesteading"",""homesteadersonline"",""ocd-resteem""]}"||0||377
freedompoint||2600||26||buzzard||46||i-can-say-anything||2018-03-02 13:39:00||0.294||0.294||0||0||53246517056||5.521487906726306e-12||0.024383978367871408||2||2018-03-02 03:45:39||2018-03-02||1||"{""tags"":[""speakyourmind""]}"||0||63
freedompoint||2600||26||daltono||57||inner-resolutions-1519933371-7028275||2018-03-02 13:32:03||12.434||12.434||0||0||2246696357435||5.534348225941668e-12||0.024440772071099355||20||2018-03-02 06:10:33||2018-03-02||3||"{""tags"":[""motivation"",""life"",""photography"",""meditation""]}"||0||26
freedompoint||2600||26||foodforsoul||35||it-s-the-weekend-time-for-some-banana-bread||2018-03-02 13:20:24||0.418||0.418||0||0||77870696353||5.367872891557832e-12||0.02370558419765413||8||2018-03-02 10:08:27||2018-03-02||4||"{""tags"":[""food"",""teamaustralia"",""breakfast"",""recipe"",""cooking""]}"||0||474
